"","time","X18.03","X28.03","X32","X40","X44.06","X45.06","TP","N2.Ar","O2.Ar","N2.O2","O2..uM.","O2.Sat....","Temp..C.","Calphase..C.","TCphase..C.","C1..C.","C2..C.","inlet","sock","outlet","MS","flow"
"137181",2017-06-23 04:55:00,7.11605150214592e-09,3.89605150214592e-07,9.20555793991416e-08,3.69648068669528e-09,1.93414163090129e-10,2.75731759656652e-12,3.80656652360515e-06,105.387932595923,24.9024892275966,4.23202383736266,324.421165236051,105.610622317597,16.1163068669528,28.0637553648069,29.2518755364807,33.7310944206009,4.4790686695279,15.3317799716524,15.4276882718884,15.4308694343133,45.6646522233047,99.9123625533047
"14184",2017-06-23 05:05:00,7.13195278969957e-09,3.88881974248927e-07,9.20341201716738e-08,3.69450643776824e-09,1.93169527896996e-10,2.76929184549356e-12,3.80096566523605e-06,105.25595527897,24.9106600817382,4.22533732271674,324.247182403433,105.584216738197,16.1298433476395,28.0640278969957,29.2521072961373,33.7309678111588,4.47896137339056,15.3447221095708,15.4411008125322,15.4432766635622,45.9942817530472,99.9848952823391
"14650",2017-06-23 05:15:00,7.13969957081545e-09,3.88901287553648e-07,9.21072961373391e-08,3.69684549356223e-09,1.92437768240343e-10,2.74581545064378e-12,3.79974248927039e-06,105.196594609442,24.9154301549142,4.22214597811803,324.468006437768,105.660594420601,16.1317660944206,28.055652360515,29.2445343347639,33.7235793991416,4.47894420600858,15.3470499590987,15.4425710922532,15.4454477340987,45.9417551070386,100.004952151588
"15116",2017-06-23 05:25:00,7.20051502145923e-09,3.96062231759657e-07,9.3530686695279e-08,3.75480686695279e-09,1.9381974248927e-10,2.77002145922747e-12,3.8662660944206e-06,105.488815046996,24.9109626464592,4.23463241301073,330.543236051502,107.394572961373,16.025339055794,27.8983347639485,29.1043197424893,33.5804484978541,4.47612231759657,15.2480182572318,15.3350030468884,15.347706348691,45.9084303701931,99.9414493614807
"15582",2017-06-23 05:35:00,7.23832258064516e-09,4.00589247311828e-07,9.38533333333333e-08,3.76591397849462e-09,1.93593548387097e-10,2.77627956989247e-12,3.90550537634409e-06,106.370983247097,24.9221692108817,4.26812626650108,325.882116129032,105.812197849462,15.9946838709677,28.0657913978495,29.2536387096774,33.7278,4.47409462365591,15.2138447427742,15.3120751826237,15.3103734176559,45.9288008501075,100.011014699548
"16048",2017-06-23 05:45:00,7.18552462526767e-09,3.95070663811563e-07,9.27336188436831e-08,3.72490364025696e-09,1.92567451820128e-10,2.76055674518201e-12,3.84826552462527e-06,106.064717731692,24.8951536129336,4.26045428698073,324.512072805139,105.512890792291,16.059539614561,28.0848201284797,29.2705674518201,33.7456338329764,4.47513704496788,15.2778735933619,15.3719773880942,15.3755425207495,45.9190448379872,100.023780356531
"16515",2017-06-23 05:55:00,7.16270967741936e-09,3.93193548387097e-07,9.25098924731183e-08,3.71787096774194e-09,1.9218064516129e-10,2.76397849462366e-12,3.82855913978495e-06,105.754633395269,24.8819714269462,4.25025078524731,323.933432258064,105.263810752688,16.0322774193548,28.1159956989247,29.2983978494624,33.7725053763441,4.4738559139785,15.2514232352043,15.3463319190753,15.3490730538495,45.8744074341505,100.031389041419
"16980",2017-06-23 06:05:00,7.1262017167382e-09,3.90190987124464e-07,9.20259656652361e-08,3.6980686695279e-09,1.91218884120172e-10,2.7612660944206e-12,3.80450643776824e-06,105.506410506009,24.8847486228326,4.23980216964163,323.082347639485,104.947291845494,16.014339055794,28.152474248927,29.3310708154506,33.8055214592275,4.47431330472103,15.2336404827253,15.3298426291416,15.3308694214378,45.9405968142704,99.9399161049571
"174461",2017-06-23 06:15:00,7.09546038543897e-09,3.88468950749465e-07,9.1779443254818e-08,3.68901498929336e-09,1.90839400428266e-10,2.72361884368308e-12,3.79920770877944e-06,105.310862514347,24.8804177481799,4.23267996682869,322.809192719486,104.923372591006,16.0433147751606,28.1496338329764,29.3284539614561,33.8040620985011,4.47553961456103,15.2621871655889,15.3566395276017,15.3598896173448,46.0799936958458,99.9625209426338
"179131",2017-06-23 06:25:00,7.08787553648069e-09,3.88901287553648e-07,9.18944206008584e-08,3.69495708154506e-09,1.90969957081545e-10,2.74010729613734e-12,3.80030042918455e-06,105.254251077682,24.8711315711373,4.23198446925751,323.631107296137,105.167596566524,16.0331459227468,28.1259849785408,29.3073347639485,33.7818326180258,4.47449785407725,15.2522892117597,15.347099861309,15.3500449387339,46.1187784093991,99.9326324381116
"183792",2017-06-23 06:35:00,7.08184946236559e-09,3.8867311827957e-07,9.19281720430107e-08,3.69378494623656e-09,1.90918279569892e-10,2.76116129032258e-12,3.79436559139785e-06,105.228218649677,24.8875374122796,4.22814858966882,323.38731827957,105.248152688172,16.1047182795699,28.1038387096774,29.2875935483871,33.7644494623656,4.47690752688172,15.3182220791183,15.4199029086667,15.4153248782366,45.7875775087097,99.9257749876559
"188441",2017-06-23 06:45:00,7.07978586723769e-09,3.88905781584582e-07,9.20552462526767e-08,3.69944325481799e-09,1.91642398286938e-10,2.73507494646681e-12,3.79802997858672e-06,105.126729362099,24.8848038775375,4.22453465199358,323.603226980728,105.366608137045,16.1261605995717,28.0875374732334,29.2729100642398,33.7513661670236,4.47840471092077,15.3415158784582,15.4368163935332,15.4411612603426,45.5492481834047,99.943569468758
"193112",2017-06-23 06:55:00,7.0794623655914e-09,3.88888172043011e-07,9.20681720430107e-08,3.7003440860215e-09,1.91445161290323e-10,2.74632258064516e-12,3.79922580645161e-06,105.094777033978,24.8813227524086,4.22384151604731,323.633230107527,105.344453763441,16.1119913978495,28.0924860215054,29.2776086021505,33.7545741935484,4.47701505376344,15.3296783784301,15.4232514418495,15.4269258236774,46.1015064529677,99.970353011871
"197762",2017-06-23 07:05:00,7.07763948497854e-09,3.88675965665236e-07,9.20274678111588e-08,3.69871244635193e-09,1.91759656652361e-10,2.76051502145923e-12,3.79729613733906e-06,105.084433584979,24.8820369532189,4.22330448029828,323.459491416309,105.287626609442,16.1117982832618,28.0984313304721,29.2827145922747,33.7594463519313,4.47672961373391,15.329777861588,15.4235291056867,15.426053551073,46.0131487543562,99.9629128627039
"202422",2017-06-23 07:15:00,7.07394849785408e-09,3.88652360515021e-07,9.20405579399142e-08,3.6987982832618e-09,1.91495708154506e-10,2.73570815450644e-12,3.79592274678112e-06,105.080383070601,24.8850646057725,4.22262789815451,323.450508583691,105.294736051502,16.1162639484979,28.0967854077253,29.2814334763948,33.7585150214592,4.47716309012876,15.3338700982618,15.427971312382,15.4302510931545,45.4812364708369,99.953112023927
"207081",2017-06-23 07:25:00,7.07286937901499e-09,3.88359743040685e-07,9.19779443254818e-08,3.69591006423983e-09,1.91340471092077e-10,2.72944325481799e-12,3.7948608137045e-06,105.07684689743,24.8866834525054,4.22221128325268,323.310008565311,105.255319057816,16.1191713062099,28.1004325481799,29.2844004282655,33.7615353319058,4.47690364025696,15.3367582075375,15.4301929683084,15.4336011998715,46.0850834653747,99.9343322334475
"21175",2017-06-23 07:35:00,7.0687982832618e-09,3.88328326180258e-07,9.19834763948498e-08,3.69658798283262e-09,1.9131974248927e-10,2.73092274678112e-12,3.79476394849785e-06,105.053036732403,24.8837728552146,4.22174816428326,323.61321888412,105.304487124464,16.0970901287554,28.0994420600858,29.2837703862661,33.7604570815451,4.47690128755365,15.3157879092275,15.4083134731974,15.4129542409442,45.9103669266524,99.9341171614807
"21641",2017-06-23 07:45:00,7.06577253218884e-09,3.88502145922747e-07,9.205e-08,3.69830472103004e-09,1.91270386266094e-10,2.716330472103e-12,3.79596566523605e-06,105.051483420386,24.8904482162017,4.22055373372318,323.970839055794,105.337774678112,16.0598862660944,28.1029077253219,29.2867575107296,33.7622682403433,4.47544849785408,15.2808628334979,15.3720137309227,15.3770730347854,45.7649409743133,100.023325647232
"22107",2017-06-23 07:55:00,7.06791845493562e-09,3.88581545064378e-07,9.21064377682403e-08,3.69967811158798e-09,1.91244635193133e-10,2.72798283261803e-12,3.79927038626609e-06,105.032925072318,24.895782725,4.21890384035837,324.889972103004,105.389877682403,15.9499957081545,28.1184055793991,29.3004012875536,33.7730472103004,4.47254721030043,15.1779984245708,15.2622509090129,15.2752164919313,45.9748112762017,99.9202817215665
"22573",2017-06-23 08:05:00,7.05824411134904e-09,3.89216274089936e-07,9.22910064239829e-08,3.70820128479657e-09,1.91762312633833e-10,2.71875802997859e-12,3.80764453961456e-06,104.964152457388,24.8886793829764,4.2173446991349,325.976319057816,105.295445396146,15.7513468950749,28.1659593147752,29.3429057815846,33.8107087794433,4.46775588865096,14.9866552580514,15.0713372900214,15.0836550210278,46.0180639236403,99.9850795772377
"23040",2017-06-23 08:15:00,7.04105150214592e-09,3.89671673819743e-07,9.23568669527897e-08,3.71240343347639e-09,1.92042918454936e-10,2.72778969957082e-12,3.81223175965665e-06,104.967743185837,24.8777604651073,4.21934011873391,326.586731759657,105.20702360515,15.6243326180258,28.1993690987124,29.3728454935622,33.8379206008584,4.46512231759657,14.8625162154077,14.9526665162446,14.9582216978112,46.0369077371459,99.963206622382
"23506",2017-06-23 08:25:00,7.01766094420601e-09,3.89622317596567e-07,9.22871244635193e-08,3.71079399141631e-09,1.92008583690987e-10,2.74480686695279e-12,3.81178111587983e-06,105.001865690987,24.8699371059442,4.22203928704506,326.586903433476,105.149036480687,15.598678111588,28.2103969957082,29.3825922746781,33.846678111588,4.46408583690987,14.8371769332833,14.9282333969528,14.9322472442918,45.972063188133,99.9699450316094
"23972",2017-06-23 08:35:00,7.00806451612903e-09,3.89677419354839e-07,9.22451612903226e-08,3.71064516129032e-09,1.92161290322581e-10,2.73806451612903e-12,3.81290322580645e-06,105.034822403226,24.8669347741935,4.22387444893548,326.611774193548,105.104451612903,15.5749032258065,28.2197096774194,29.3904838709677,33.8541612903226,4.46367741935484,14.8149138422581,14.9041078641935,14.9099918490323,45.9839950074194,99.8950024258065
"25169",2017-06-23 09:00:00,6.64799539170507e-09,3.96836405529954e-07,9.31202764976959e-08,3.74640552995392e-09,1.92117511520737e-10,2.74142857142857e-12,3.80769585253456e-06,105.932200307834,24.8570436824194,4.26165879681567,326.709633640553,105.044285714286,15.5344884792627,28.2335184331797,29.4033571428571,33.8652465437788,4.46192396313364,14.7741332870046,14.8681135049309,14.8692584770737,45.8984952306452,99.9392617033641
"25603",2017-06-23 09:10:00,6.86974248927039e-09,3.91377682403433e-07,9.22261802575107e-08,3.71167381974249e-09,1.93261802575107e-10,2.75336909871245e-12,3.76062231759657e-06,105.453258381974,24.8477273736051,4.2439784002103,326.646849785408,104.998729613734,15.5233969957082,28.2404163090129,29.4095901287554,33.8706738197425,4.46119957081545,14.7649923171459,14.8547938274249,14.8609247172961,45.8362988650858,99.9450015526824
"26069",2017-06-23 09:20:00,6.89326180257511e-09,3.89963519313305e-07,9.20929184549356e-08,3.70890557939914e-09,1.94497854077253e-10,2.76266094420601e-12,3.76360515021459e-06,105.14311145515,24.8302889856867,4.23446918898069,327.255012875536,105.031377682403,15.4512145922747,28.2507789699571,29.4186630901288,33.8796931330472,4.46091630901288,14.6943737246781,14.7857161103648,14.7905174553433,45.8563583440773,99.9190753421888
"265351",2017-06-23 09:30:00,6.90517167381974e-09,3.89785407725322e-07,9.21158798283262e-08,3.71051502145923e-09,1.95542918454936e-10,2.78821888412017e-12,3.82648068669528e-06,105.051260334335,24.8252941390987,4.23162144693562,327.165763948498,104.948373390558,15.4270493562232,28.2641502145923,29.4306995708154,33.8899806866953,4.459330472103,14.6704892013948,14.7631266849571,14.7666338488197,45.8664474812232,99.9525278462446
"270011",2017-06-23 09:40:00,6.90369098712446e-09,3.89802575107296e-07,9.21143776824034e-08,3.71158798283262e-09,1.95727467811159e-10,2.77793991416309e-12,3.84849785407725e-06,105.019629225536,24.8161329540987,4.23190904620386,327.206313304721,104.932502145923,15.4140858369099,28.2683004291845,29.4342811158798,33.8947896995708,4.46037339055794,14.6575118304077,14.7505772802361,14.7540114902575,45.8438714154936,100.052207172725
"274671",2017-06-23 09:50:00,6.88673819742489e-09,3.89695278969957e-07,9.20618025751073e-08,3.71062231759657e-09,1.95184549356223e-10,2.77396995708155e-12,3.84783261802575e-06,105.018350457082,24.8095013603004,4.23298863511159,327.239463519313,104.90285193133,15.396321888412,28.2749206008584,29.4402553648069,33.8998197424893,4.45950214592275,14.6400760767597,14.7331561964807,14.7367573359013,45.8472345051717,99.9258750430472
"27933",2017-06-23 10:00:00,6.86547210300429e-09,3.89624463519313e-07,9.20317596566524e-08,3.70978540772532e-09,1.9493347639485e-10,2.77021459227468e-12,3.84484978540773e-06,105.026636340558,24.8079780078326,4.23358249817382,327.304965665236,104.897824034335,15.3847424892704,28.2775236051502,29.4426416309013,33.9024635193133,4.45985622317597,14.6286623717382,14.7223409895708,14.7256080073391,45.84306217603,99.9838852539914
"28399",2017-06-23 10:10:00,6.8537982832618e-09,3.89665236051502e-07,9.20221030042918e-08,3.71111587982833e-09,1.9556652360515e-10,2.78021459227468e-12,3.84703862660944e-06,105.00284187897,24.7970426045064,4.23448983396137,327.320884120172,104.883502145923,15.3760515021459,28.2807446351931,29.4454484978541,33.9041974248927,4.4587339055794,14.6203222321888,14.7142816637983,14.7172679336481,45.785589455794,99.9180126586266
"28865",2017-06-23 10:20:00,6.84079399141631e-09,3.8937339055794e-07,9.19452789699571e-08,3.708669527897e-09,1.95796137339056e-10,2.76981974248927e-12,3.84416309012876e-06,104.998724112876,24.7919014004721,4.2352019738133,327.173995708155,104.848321888412,15.3815021459227,28.2833819742489,29.4478326180257,33.9071030042918,4.45907296137339,14.6257751206867,14.7194750224249,14.7218334546996,45.785322656588,99.9561363696352
"293312",2017-06-23 10:30:00,6.83298283261803e-09,3.89242489270386e-07,9.19163090128755e-08,3.70688841201717e-09,1.95510729613734e-10,2.76914163090129e-12,3.8449356223176e-06,105.004908128541,24.7963456483691,4.23469247875537,327.19628111588,104.83721888412,15.3734120171674,28.2862296137339,29.4503111587983,33.9088991416309,4.45853433476395,14.6180803687554,14.711415434721,14.7146134280043,45.7873307915451,100.026874936996
"297972",2017-06-23 10:40:00,6.8207311827957e-09,3.89045161290323e-07,9.18610752688172e-08,3.70488172043011e-09,1.95116129032258e-10,2.76606451612903e-12,3.84197849462366e-06,105.01770269871,24.7947503412043,4.23548067613118,327.15504516129,104.812744086022,15.368152688172,28.2896731182796,29.4534107526882,33.9121698924731,4.45870752688172,14.6136552713333,14.7067737870323,14.7097815730753,45.7240187127527,99.9777881997204
"302621",2017-06-23 10:50:00,6.81087794432548e-09,3.88824411134904e-07,9.1786295503212e-08,3.7017130620985e-09,1.95038543897216e-10,2.75252676659529e-12,3.83963597430407e-06,105.035471619914,24.7957205288009,4.23603161428694,327.212554603854,104.804897216274,15.3565353319058,28.2928394004283,29.4561841541756,33.9147152034261,4.45852890792291,14.6036119485867,14.6953294258458,14.6988594011563,45.7478251492934,99.9158393774732
"30729",2017-06-23 11:00:00,6.80004291845494e-09,3.88733905579399e-07,9.17444206008584e-08,3.70047210300429e-09,1.94845493562232e-10,2.75214592274678e-12,3.83663090128755e-06,105.043593080258,24.7925649803648,4.2368985056867,327.271268240343,104.795118025751,15.3439785407725,28.2961309012876,29.4592961373391,33.9178068669528,4.45871459227468,14.5912677293991,14.6830776367597,14.68646404,45.7541858199785,99.9521050370172
"31195",2017-06-23 11:10:00,6.79045161290323e-09,3.89131182795699e-07,9.18309677419355e-08,3.70447311827957e-09,1.94789247311828e-10,2.76096774193548e-12,3.83890322580645e-06,105.03925732086,24.7899506334194,4.23717052157204,327.430739784946,104.794133333333,15.3209311827957,28.3009268817204,29.463311827957,33.9218043010753,4.45849462365591,14.5693270781505,14.6606718989892,14.6641988782581,45.6666842557634,99.9372874237204
"31660",2017-06-23 11:20:00,6.78744635193133e-09,3.90012875536481e-07,9.19821888412017e-08,3.71225321888412e-09,1.95577253218884e-10,2.75167811158798e-12,3.84414163090129e-06,105.062528361373,24.778827915794,4.24001145280472,327.194276824034,104.727,15.324839055794,28.3072210300429,29.4690708154506,33.9270622317597,4.45802789699571,14.5695543412446,14.6695626062017,14.6637418693991,45.6782275683691,99.9502087235408
"32126",2017-06-23 11:30:00,6.7725965665236e-09,3.88092274678112e-07,9.14502145922747e-08,3.68583690987124e-09,1.92182403433476e-10,2.71342918454936e-12,3.83030042918455e-06,105.299349761159,24.8124757267811,4.24380594500858,323.26569527897,104.679579399142,15.8677360515021,28.2087489270386,29.3811223175966,33.8473969957082,4.46627253218884,15.0861877313519,15.2026392733691,15.1793226650215,46.0204712706438,99.9786355200429
"32592",2017-06-23 11:40:00,6.77405579399142e-09,3.86276824034335e-07,9.11624463519313e-08,3.66886266094421e-09,1.91369098712446e-10,2.71525751072961e-12,3.81997854077253e-06,105.284336329185,24.8479905512232,4.23713641862232,323.098313304721,105.024025751073,16.0464206008584,28.1384206008584,29.3184549356223,33.7933111587983,4.47494206008584,15.2660280159442,15.362149480515,15.3629012214163,46.1920889667167,99.9513966359227
"33058",2017-06-23 11:50:00,6.79491416309013e-09,3.85557939914163e-07,9.10826180257511e-08,3.66605150214592e-09,1.91143776824034e-10,2.69399141630901e-12,3.81555793991416e-06,105.169958070815,24.8453661341631,4.23298023427897,322.912607296137,105.001860515021,16.0635643776824,28.1375472103004,29.3176330472103,33.7943326180257,4.47663519313305,15.2827343597854,15.3782209803219,15.3798732515665,46.0797572326824,99.9899614864378
"33524",2017-06-23 12:00:00,6.807e-09,3.85433333333333e-07,9.10466666666667e-08,3.66366666666667e-09,1.91166666666667e-10,2.73e-12,3.81533333333333e-06,105.157197493333,24.8462867876667,4.2323100124,322.835066666667,104.9842,16.0672666666667,28.1384666666667,29.3189333333333,33.7946666666667,4.47646666666667,15.2861358656667,15.380810548,15.3834493006667,46.2899149576667,99.9996510743333
"1543",2017-06-23 12:00:00,6.80876146788991e-09,3.85110091743119e-07,9.10204128440367e-08,3.66396788990826e-09,1.90915137614679e-10,2.71247706422018e-12,3.81220183486239e-06,105.115102660321,24.8431747919495,4.23114556849083,322.877449541284,104.998642201835,16.0671559633028,28.1371376146789,29.3173027522936,33.7933646788991,4.47608027522936,15.2862463441284,15.3814673471789,15.3836268858486,46.1942542544725,99.9306311848395
"4371",2017-06-23 12:10:00,6.82317596566524e-09,3.85081545064378e-07,9.10364806866953e-08,3.66459227467811e-09,1.90585836909871e-10,2.70296137339056e-12,3.80905579399142e-06,105.076160960515,24.8411722631116,4.22991919906867,322.68524248927,104.952763948498,16.0747789699571,28.1405321888412,29.3203519313305,33.7971566523605,4.47675751072961,15.2934996646996,15.3889283934979,15.3909771968884,45.6396629109227,100.012593821116
"90310",2017-06-23 12:20:00,6.83802575107296e-09,3.85040772532189e-07,9.10278969957082e-08,3.66480686695279e-09,1.90575107296137e-10,2.68860515021459e-12,3.80830472103004e-06,105.062119121245,24.8374692073391,4.22998448455579,322.727253218884,104.972628755365,16.0775665236051,28.1377381974249,29.3179206008584,33.7949635193133,4.47697424892704,15.2966180243777,15.3916107313734,15.393874009206,45.6051764106009,99.9856712803863
"136910",2017-06-23 12:30:00,6.84630901287554e-09,3.84727467811159e-07,9.09652360515021e-08,3.66227467811159e-09,1.90289699570815e-10,2.70572961373391e-12,3.80615879828326e-06,105.048494339914,24.8375603725536,4.22942033304077,322.682388412017,104.96471888412,16.0803991416309,28.1380772532189,29.3181824034335,33.7955793991416,4.47734334763948,15.2994242659442,15.3945740801502,15.3967787456652,46.3124611658798,100.044529406738
"1835",2017-06-23 12:40:00,6.85665236051502e-09,3.84690987124464e-07,9.09418454935622e-08,3.66122317596567e-09,1.90178111587983e-10,2.70068669527897e-12,3.80583690987124e-06,105.068067546352,24.8382331422961,4.2300940060515,322.453560085837,104.912579399142,16.0904120171674,28.1416974248927,29.321517167382,33.7984248927039,4.47690772532189,15.3087297045923,15.4043258869313,15.4063066480043,46.1355508965451,100.014519564828
"2301",2017-06-23 12:50:00,6.86991416309013e-09,3.84851931330472e-07,9.09695278969957e-08,3.66332618025751e-09,1.90278969957082e-10,2.68778969957082e-12,3.80643776824034e-06,105.053741565665,24.8324922003648,4.2304947865279,322.539291845494,104.950019313305,16.0948197424893,28.1370472103004,29.3172682403433,33.7952060085837,4.47809012875536,15.3130197817167,15.4083122292275,15.4107891958584,45.66135848603,99.9483228854292
"2767",2017-06-23 13:00:00,6.87029411764706e-09,3.84617647058824e-07,9.08970588235294e-08,3.65970588235294e-09,1.90147058823529e-10,2.67441176470588e-12,3.80352941176471e-06,105.067207964706,24.8346408085294,4.23067156561765,322.536205882353,104.9575,16.0980882352941,28.1356764705882,29.3159117647059,33.7931176470588,4.47720588235294,15.3164304847059,15.4123014567647,15.4142698402941,46.01626587,99.8278598352941
"3968",2017-06-23 13:25:00,6.58381395348837e-09,3.91462790697674e-07,9.1616976744186e-08,3.69444186046512e-09,1.95718604651163e-10,2.7236976744186e-12,3.86983720930233e-06,105.958450976744,24.7969948857674,4.2730411756814,321.898306976744,104.863123255814,16.1494209302326,28.1358162790698,29.3161930232558,33.7947023255814,4.47849534883721,15.3661252047907,15.4599934428372,15.4644411313023,45.9948046313256,99.9850503032558
"4398",2017-06-23 13:35:00,6.87452789699571e-09,3.8649356223176e-07,9.08937768240343e-08,3.66392703862661e-09,1.93122317596567e-10,2.70954935622318e-12,3.82572961373391e-06,105.483608096137,24.8064447957725,4.25226750424249,322.649515021459,105.004684549356,16.1032703862661,28.129652360515,29.310525751073,33.7889613733906,4.47837124463519,15.3218086478326,15.4153099883476,15.4196891953863,46.3419719911803,100.011034140494
"4864",2017-06-23 13:45:00,6.94057815845824e-09,3.8541113490364e-07,9.09426124197002e-08,3.6627408993576e-09,1.92563169164882e-10,2.69948608137045e-12,3.81807280513919e-06,105.219156998287,24.828969349015,4.2377576399272,323.091850107066,105.065066381156,16.0657537473233,28.1305139186295,29.3113511777302,33.7881541755889,4.4768329764454,15.2864083205996,15.3783849685439,15.3845199165953,46.1035535274518,99.9670408481799
"53311",2017-06-23 13:55:00,6.97538626609442e-09,3.85536480686695e-07,9.11761802575107e-08,3.67085836909871e-09,1.94195278969957e-10,2.72660944206009e-12,3.81811158798283e-06,105.024598340773,24.8364849553863,4.22864082134549,326.269186695279,105.191199570815,15.6641974248927,28.1935901287554,29.3677446351931,33.8390751072961,4.47154721030043,14.9124374066738,14.9740610415021,15.0151979507725,45.9623643610515,99.9462309327039
"57971",2017-06-23 14:05:00,6.99712446351931e-09,3.87542918454936e-07,9.16143776824034e-08,3.69613733905579e-09,1.97521459227468e-10,2.78025751072961e-12,3.83023605150215e-06,104.844628425107,24.7848607586266,4.23018828560086,327.99725751073,104.63169527897,15.168686695279,28.3471394849785,29.504508583691,33.9673626609442,4.46265665236051,14.4228910527682,14.5132566794206,14.5187203080687,45.9092804745708,99.9908527145923
"62632",2017-06-23 14:15:00,6.97937768240343e-09,3.87896995708155e-07,9.15199570815451e-08,3.69519313304721e-09,1.96826180257511e-10,2.77839055793991e-12,3.83315450643777e-06,104.975390820386,24.7672171263949,4.23848143530687,328.847169527897,104.704510729614,15.0811416309013,28.3562467811159,29.5126587982833,33.9729635193133,4.46013948497854,14.3409757819528,14.4266773279399,14.4375113954506,45.8896058043562,99.9474951673176
"67291",2017-06-23 14:25:00,6.9700643776824e-09,3.8900643776824e-07,9.19875536480687e-08,3.7049356223176e-09,1.96783261802575e-10,2.79491416309013e-12,3.84182403433476e-06,105.005912301931,24.8306351605794,4.22888841806009,330.387841201717,104.923847639485,14.9614484978541,28.3561716738197,29.5125600858369,33.9719163090129,4.45922317596566,14.2225508798498,14.315253720794,14.3181911356223,45.814712131867,99.9795702547854
"71953",2017-06-23 14:35:00,6.98197424892704e-09,3.88613733905579e-07,9.16916309012876e-08,3.69768240343348e-09,1.9644635193133e-10,2.778669527897e-12,3.83315450643777e-06,105.095794218884,24.7978075140343,4.23811266535408,327.871401287554,104.457598712446,15.1091566523605,28.3770450643777,29.5311931330472,33.9903111587983,4.45895064377682,14.361369841309,14.4598306816524,14.4566593420601,45.9021590076824,99.9344978296352
"76613",2017-06-23 14:45:00,7.03413276231263e-09,3.88299785867238e-07,9.15665952890792e-08,3.6961670235546e-09,1.96364025695931e-10,2.76982869379015e-12,3.83096359743041e-06,105.056162587152,24.7732187743683,4.24071474944968,327.83196359743,104.588248394004,15.1729186295503,28.3510021413276,29.5080835117773,33.9668458244111,4.45865952890792,14.4217695940471,14.5207384265739,14.518146915439,46.0782423004497,99.9810358963383
"81281",2017-06-23 14:55:00,7.07420600858369e-09,3.86800429184549e-07,9.11178111587983e-08,3.67540772532189e-09,1.92358369098712e-10,2.72575107296137e-12,3.81736051502146e-06,105.242234228541,24.7907831297639,4.24521488929185,322.608581545064,104.307283261803,15.7971094420601,28.2615042918455,29.4282854077253,33.8937811158798,4.46539484978541,15.0104269269313,15.1355864566524,15.1055553259871,46.1518650962017,99.958402503927
"8594",2017-06-23 15:05:00,7.09710300429185e-09,3.85467811158798e-07,9.07959227467811e-08,3.66416309012876e-09,1.92521459227468e-10,2.7325321888412e-12,3.80150214592275e-06,105.198024653863,24.7794922891202,4.24536555680687,321.129225321888,104.59041416309,16.1395450643777,28.1664034334764,29.3434034334764,33.8222081545064,4.47880472103004,15.35105084,15.4519950643777,15.4509247877253,46.135047945794,100.013217429721
"90601",2017-06-23 15:15:00,7.11648068669528e-09,3.84489270386266e-07,9.04759656652361e-08,3.65763948497854e-09,1.93959227467811e-10,2.76869098712446e-12,3.78712446351931e-06,105.116831045708,24.7354758662661,4.24964173182403,318.17464806867,104.093360515021,16.3510622317597,28.1788798283262,29.3545493562232,33.8421244635193,4.48737124463519,15.5514770643777,15.6586864295064,15.6511491118026,46.1966153914807,99.965727636867
"95261",2017-06-23 15:25:00,7.12723175965665e-09,3.83787553648069e-07,9.01555793991416e-08,3.65210300429185e-09,1.95954935622318e-10,2.80682403433476e-12,3.77849785407725e-06,105.087535790129,24.6865718246352,4.25686990441202,317.085869098712,104.077229613734,16.5060987124464,28.1513412017167,29.3300901287554,33.8253605150215,4.49512017167382,15.702696510279,15.8046161836266,15.8034662734764,46.1967713847425,99.9795085485622
"99921",2017-06-23 15:35:00,7.14139186295503e-09,3.83111349036403e-07,9.00402569593148e-08,3.6471948608137e-09,1.96134903640257e-10,2.79366167023555e-12,3.77845824411135e-06,105.0423684803,24.6871174983298,4.25494626820985,316.989839400428,104.182276231263,16.5682890792291,28.1285074946467,29.3095717344754,33.8093597430407,4.49975374732334,15.7636844877944,15.862620646531,15.8656786773876,46.0991454039186,99.9723952993362
"104591",2017-06-23 15:45:00,7.15465665236052e-09,3.83360515021459e-07,9.01118025751073e-08,3.65045064377682e-09,1.95875536480687e-10,2.79575107296137e-12,3.77987124463519e-06,105.014755909442,24.6843373944206,4.25430684701073,317.058847639485,104.195714592275,16.5639699570815,28.1280643776824,29.3091115879828,33.8082167381974,4.49913733905579,15.7599306564592,15.8578066849571,15.8617340221459,46.1472133266309,100.040334964099
"109251",2017-06-23 15:55:00,7.16706638115632e-09,3.83659528907923e-07,9.02147751605996e-08,3.65400428265525e-09,1.96158458244111e-10,2.79220556745182e-12,3.7830835117773e-06,104.99769234197,24.6898259744754,4.25267029132548,317.692002141328,104.31730620985,16.524573875803,28.1224646680942,29.3043640256959,33.8020556745182,4.49784154175589,15.7237301162741,15.8187868175375,15.8259617159743,46.1070314857816,99.9427911120128
"113921",2017-06-23 16:05:00,7.17010729613734e-09,3.84300429184549e-07,9.04963519313305e-08,3.66328326180258e-09,1.95656652360515e-10,2.80326180257511e-12,3.78987124463519e-06,104.903614412661,24.7038170553219,4.24645578848712,320.885472103004,104.838296137339,16.2872167381974,28.1122553648069,29.2952725321888,33.7868111587983,4.49148927038627,15.4992115205794,15.5874510022532,15.6126949986481,46.1283820817597,99.9136385792489
