cycle #	time	18.03	28.03	32.03	40.03	44.06	45.06	TP	N2/Ar	O2/Ar	N2/O2	Valve	ID	S#	O2 (uM)	O2 Sat (%)	Temp (C)	Calphase (C)	TCphase (C)	C1 (C)	C2 (C)	C1amp (mV)	C2amp (mV)	Temp (mV)	inlet	sock	outlet	MS	flow
53707	6/6/21 12:01 AM	7.42E-09	4.52E-07	1.14E-07	4.36E-09	3.05E-10	3.90E-12	4.39E-06	103.761145	26.0980315	3.97582266	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.53173828	13.59564209	13.60998535	45.39071655	102.3482451
53708	6/6/21 12:01 AM	7.40E-09	4.52E-07	1.14E-07	4.37E-09	3.06E-10	3.87E-12	4.39E-06	103.5918884	26.06290694	3.974686654	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.53097534	13.59625244	13.60891724	45.38845825	100.7270082
53709	6/6/21 12:01 AM	7.41E-09	4.53E-07	1.14E-07	4.37E-09	3.06E-10	4.16E-12	4.39E-06	103.8088089	26.12912662	3.972915376	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.5310669	13.59640503	13.60949707	45.39089966	101.8262403
53710	6/6/21 12:01 AM	7.40E-09	4.53E-07	1.14E-07	4.38E-09	3.06E-10	4.50E-12	4.39E-06	103.4561547	26.05117103	3.971266956	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.53210449	13.59719849	13.61062622	45.38986206	100.6940442
53711	6/6/21 12:01 AM	7.40E-09	4.55E-07	1.14E-07	4.38E-09	3.06E-10	4.10E-12	4.41E-06	103.8392572	26.1256943	3.974602782	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.53198242	13.59725952	13.61190796	45.39141846	101.422069
53712	6/6/21 12:01 AM	7.41E-09	4.53E-07	1.14E-07	4.36E-09	3.06E-10	3.89E-12	4.39E-06	103.8691201	26.13202286	3.974782996	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.53262329	13.59783936	13.61114502	45.3918457	102.1750005
53713	6/6/21 12:01 AM	7.41E-09	4.53E-07	1.14E-07	4.37E-09	3.05E-10	4.05E-12	4.41E-06	103.6623053	26.0793497	3.97488076	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.53317261	13.59780884	13.61227417	45.39413452	101.2087739
53714	6/6/21 12:01 AM	7.39E-09	4.54E-07	1.14E-07	4.37E-09	3.06E-10	3.84E-12	4.39E-06	103.7166387	26.09510346	3.97456323	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.53359985	13.59869385	13.61160278	45.38830566	101.0477707
53715	6/6/21 12:01 AM	7.38E-09	4.53E-07	1.14E-07	4.37E-09	3.05E-10	4.88E-12	4.41E-06	103.723618	26.09372243	3.975041058	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.53399658	13.59851074	13.61154175	45.39300537	100.1495075
53716	6/6/21 12:01 AM	7.40E-09	4.54E-07	1.14E-07	4.37E-09	3.07E-10	3.80E-12	4.41E-06	104.0104025	26.14223851	3.978634134	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.53427124	13.59848023	13.61282349	45.39694214	100.0404381
